transit_timestamp,station_complex_id,station_complex,borough,ridership,transfers,latitude,longitude,hour,day_of_week,month,is_weekend,congestion_level
2024-09-02 12:00:00,16,"8 St-NYU (R,W)",Manhattan,443.0,4,40.730328,-73.99263,12,0,9,0,Medium
2024-09-02 12:00:00,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,996.0,2,40.732338,-74.000496,12,0,9,0,High
2024-09-02 12:00:00,407,Astor Pl (6),Manhattan,368.0,3,40.730053,-73.99107,12,0,9,0,Medium
2024-09-02 12:00:00,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,1084.0,4,40.725914,-73.99466,12,0,9,0,High
2024-09-02 13:00:00,16,"8 St-NYU (R,W)",Manhattan,436.0,4,40.730328,-73.99263,13,0,9,0,Medium
2024-09-02 13:00:00,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,1156.0,1,40.732338,-74.000496,13,0,9,0,High
2024-09-02 13:00:00,407,Astor Pl (6),Manhattan,445.0,1,40.730053,-73.99107,13,0,9,0,Medium
2024-09-02 13:00:00,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,367.0,1,40.725914,-73.99466,13,0,9,0,Medium
2024-09-02 14:00:00,16,"8 St-NYU (R,W)",Manhattan,544.0,1,40.730328,-73.99263,14,0,9,0,Medium
2024-09-02 14:00:00,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,366.0,1,40.732338,-74.000496,14,0,9,0,Medium
2024-09-02 14:00:00,407,Astor Pl (6),Manhattan,562.0,0,40.730053,-73.99107,14,0,9,0,Medium
2024-09-02 14:00:00,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,442.0,0,40.725914,-73.99466,14,0,9,0,Medium
2024-09-02 15:00:00,16,"8 St-NYU (R,W)",Manhattan,563.0,3,40.730328,-73.99263,15,0,9,0,Medium
2024-09-02 15:00:00,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,387.0,0,40.732338,-74.000496,15,0,9,0,Medium
2024-09-02 15:00:00,407,Astor Pl (6),Manhattan,566.0,5,40.730053,-73.99107,15,0,9,0,Medium
2024-09-02 15:00:00,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,519.0,2,40.725914,-73.99466,15,0,9,0,Medium
2024-09-02 16:00:00,16,"8 St-NYU (R,W)",Manhattan,658.0,2,40.730328,-73.99263,16,0,9,0,Medium
2024-09-02 16:00:00,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,541.0,3,40.732338,-74.000496,16,0,9,0,Medium
2024-09-02 16:00:00,407,Astor Pl (6),Manhattan,646.0,3,40.730053,-73.99107,16,0,9,0,Medium
2024-09-02 16:00:00,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,593.0,2,40.725914,-73.99466,16,0,9,0,Medium
2024-09-02 17:00:00,16,"8 St-NYU (R,W)",Manhattan,562.0,3,40.730328,-73.99263,17,0,9,0,Medium
2024-09-02 17:00:00,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,482.0,1,40.732338,-74.000496,17,0,9,0,Medium
2024-09-02 17:00:00,407,Astor Pl (6),Manhattan,639.0,4,40.730053,-73.99107,17,0,9,0,Medium
2024-09-02 17:00:00,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,511.0,0,40.725914,-73.99466,17,0,9,0,Medium
2024-09-02 18:00:00,16,"8 St-NYU (R,W)",Manhattan,575.0,6,40.730328,-73.99263,18,0,9,0,Medium
2024-09-02 18:00:00,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,436.0,1,40.732338,-74.000496,18,0,9,0,Medium
2024-09-02 18:00:00,407,Astor Pl (6),Manhattan,479.0,1,40.730053,-73.99107,18,0,9,0,Medium
2024-09-02 18:00:00,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,479.0,0,40.725296,-73.9962,18,0,9,0,Medium
2024-09-02 19:00:00,16,"8 St-NYU (R,W)",Manhattan,505.0,3,40.730328,-73.99263,19,0,9,0,Medium
2024-09-02 19:00:00,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,360.0,0,40.732338,-74.000496,19,0,9,0,Medium
2024-09-02 19:00:00,407,Astor Pl (6),Manhattan,463.0,2,40.730053,-73.99107,19,0,9,0,Medium
2024-09-02 19:00:00,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,456.0,0,40.725914,-73.99466,19,0,9,0,Medium
2024-09-02 20:00:00,16,"8 St-NYU (R,W)",Manhattan,449.0,0,40.730328,-73.99263,20,0,9,0,Medium
2024-09-02 20:00:00,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,307.0,0,40.732338,-74.000496,20,0,9,0,Medium
2024-09-02 20:00:00,407,Astor Pl (6),Manhattan,382.0,1,40.730053,-73.99107,20,0,9,0,Medium
2024-09-02 20:00:00,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,1331.0,6,40.725914,-73.99466,20,0,9,0,High
